DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust
13-Jul-20,SCBK,Standard Chartered Bank Kenya Ltd,135,215,164,164,164,161.5,2.5,1.55%,600,-
13-Jul-20,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
13-Jul-20,EVRD,Eveready East Africa Ltd,0.75,1.5,0.99,0.99,0.99,0.99,-,-,200,-
13-Jul-20,XPRS,Express Kenya Plc,2.5,6.5,4.3,4.3,4.3,4.24,0.06,1.42%,100,-
13-Jul-20,KQ,Kenya Airways Plc,0.8,3.96,3.83,3.83,3.83,3.83,-,-,-,-
13-Jul-20,LKL,Longhorn Publishers Plc,4.21,6.8,4.65,4.9,4.8,4.9,-0.1,2.04%,1300,-
13-Jul-20,NBV,Nairobi Business Ventures Ltd,0.49,6,0.57,0.62,0.58,0.57,0.01,1.75%,1400,-
13-Jul-20,NMG,Nation Media Group Plc,9,39.5,13,13.8,13.1,13.55,-0.45,3.32%,30100,-
13-Jul-20,SMER,Sameer Africa Plc,1.91,4.62,3.5,3.8,3.78,3.73,0.05,1.34%,36300,-
13-Jul-20,SGL,Standard Group Plc,18,27,24.1,24.1,24.1,21.95,2.15,9.79%,100,-
13-Jul-20,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,19,12.6,12.6,12.6,12.6,-,-,100,-
13-Jul-20,UCHM,Uchumi Supermarket Plc,0.23,0.4,0.37,0.37,0.37,0.35,0.02,5.71%,100,-
13-Jul-20,SCAN,WPP ScanGroup Plc,5.8,25,20,20.35,20.05,20.05,-,-,628400,-
13-Jul-20,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
13-Jul-20,BAMB,Bamburi Cement Ltd,19.05,79,26,28,26.7,27.25,-0.55,2.02%,19500,-
13-Jul-20,CRWN,Crown Paints Kenya Plc,36,67.75,48.25,48.25,48.25,48.25,-,-,-,-
13-Jul-20,CABL,East African Cables Ltd,1.26,2.7,1.9,2,1.99,1.97,0.02,1.02%,3900,-
13-Jul-20,PORT,East African Portland Cement Ltd,10,16,13.85,13.85,13.85,13.85,-,-,-,-
13-Jul-20,KEGN,Kenya Electricity Generating Company Plc,4,6.28,5.3,5.44,5.34,5.32,0.02,0.38%,713900,-
13-Jul-20,KPLC-P4,KPLC-P4,5,5,5,5,5,5,-,-,-,-
13-Jul-20,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
13-Jul-20,KPLC,Kenya Power and Lighting Company Plc,1.16,3,1.94,1.96,1.95,1.94,0.01,0.52%,523600,-
13-Jul-20,TOTL,Total Kenya Ltd,21,29,23,23.15,23.05,23.1,-0.05,0.22%,1700,-
13-Jul-20,UMME,Umeme Ltd,5.86,8.6,7,7.2,7,7,-,-,6700,-
13-Jul-20,BRIT,Britam Holdings Plc,5.7,10.65,7,7.1,7,7,-,-,62800,-
13-Jul-20,CIC,CIC Insurance Group Ltd,1.95,3,2.2,2.36,2.21,2.25,-0.04,1.78%,45500,-
13-Jul-20,JUB,Jubilee Holdings Ltd,210,360.25,229,229,229,229,-,-,-,-
13-Jul-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,3.21,2.15,2.2,2.18,2,0.18,9.00%,232800,-
13-Jul-20,LBTY,Liberty Kenya Holdings Ltd,6.8,10.75,7.86,7.86,7.86,7.86,-,-,300,-
13-Jul-20,SLAM,Sanlam Kenya Plc,11,18.8,12.8,13,12.9,13.5,-0.6,4.44%,1000,-
13-Jul-20,CTUM,Centum Investment Company Plc,15.15,29.5,23.5,24.5,24.15,24.35,-0.2,0.82%,15300,-
13-Jul-20,HAFR,Home Afrika Ltd,0.3,0.62,0.43,0.47,0.44,0.45,-0.01,2.22%,36200,-
13-Jul-20,KURV,Kurwitu Ventures Ltd,1500,1500,1500,1500,1500,1500,-,-,-,-
13-Jul-20,OCH,Olympia Capital Holdings Ltd,1.82,2.6,2.46,2.46,2.46,2.46,-,-,-,-
13-Jul-20,TCL,Trans-Century Plc,1.1,2.7,1.93,2.12,2.04,1.93,0.11,5.70%,18600,-
13-Jul-20,NSE,Nairobi Securities Exchange Plc,6.5,12.5,7,7.48,7.2,7.42,-0.22,2.96%,13800,-
13-Jul-20,BOC,BOC Kenya Plc,53,72,55,55,55,55,-,-,-,-
13-Jul-20,BAT,British American Tobacco Kenya Plc,305,505,305,310,309.5,310,-0.5,0.16%,6500,-
13-Jul-20,CARB,Carbacid Investments Plc,7.2,13,9,9,9,9,-,-,3200,-
13-Jul-20,EABL,East African Breweries Ltd,135,222.25,157,158,157.75,158,-0.25,0.16%,1600,-
13-Jul-20,FTGH,Flame Tree Group Holdings Ltd,0.76,2.38,1.4,1.54,1.48,1.41,0.07,4.96%,3400,-
13-Jul-20,ORCH,Kenya Orchards Ltd,10.4,12.5,12.25,12.25,12.25,12.25,-,-,-,-
13-Jul-20,UNGA,Unga Group Ltd,26.1,35,28.05,28.05,28.05,29.85,-1.8,6.03%,100,-
13-Jul-20,SCOM,Safaricom Plc,23.5,37,27.4,28.4,27.5,27.5,-,-,4798600,-
13-Jul-20,FAHR,Stanlib Fahari Income-REIT,4.98,10,6,6.02,6,6.02,-0.02,0.33%,13600,-
13-Jul-20,GLD,ABSA NewGold ETF,1470,2100,1835,1835,1835,1835,-,-,-,-
13-Jul-20,^FNK15,FTSE NSE Kenya 15 Index,152.56,223.86,163.51,166.63,164.38,163.51,0.87,0.53%,-,-
13-Jul-20,^FNK25,FTSE NSE Kenya 25 Index,162.87,235.07,174.81,178.17,175.47,174.81,0.66,0.38%,-,-
13-Jul-20,^N20I,NSE 20-Share Index,1723.96,2671.8,1900.81,1900.81,1900.81,1901.28,-0.47,0.02%,-,-
13-Jul-20,^N25I,NSE 25-Share Index,2935.01,4163.56,3102.5,3102.5,3102.5,3092.01,10.49,0.34%,-,-
13-Jul-20,^NASI,NSE All-Share Index,124.3,169.35,132.63,132.63,132.63,132.38,0.25,0.19%,-,-
13-Jul-20,^ZKEQTK,Zamara Kenya Equity Index (KES),1511.03,2210.57,1598.27,1598.27,1598.27,1590.54,7.73,0.49%,-,-
13-Jul-20,^ZKEQTU,Zamara Kenya Equity Index (USD),1201.29,1896.66,1284.88,1284.88,1284.88,1278.67,6.21,0.49%,-,-
14-Jul-20,EGAD,Eaagads Ltd,8.2,14.5,9.9,9.9,9.9,9.9,-,-,800,-
14-Jul-20,KUKZ,Kakuzi Plc,300,397,328,328,328,328,-,-,-,-
14-Jul-20,KAPC,Kapchorua Tea Kenya Plc,59,90,83,83,83,83,-,-,-,-
14-Jul-20,LIMT,Limuru Tea Plc,360,475,385,385,385,385,-,-,-,-
14-Jul-20,SASN,Sasini Plc,14.8,20,16.1,17.5,16.25,16.1,0.15,0.93%,4700,-
14-Jul-20,WTK,Williamson Tea Kenya Plc,92,150,130,130,130,128.25,1.75,1.36%,100,-
14-Jul-20,CGEN,Car and General (K) Ltd,20,26,22.7,22.7,22.7,22.7,-,-,-,-
14-Jul-20,ABSA,ABSA Bank Kenya Plc,8.5,14.2,9,9.5,9.22,9.2,0.02,0.22%,1375800,-
14-Jul-20,BKG,BK Group Plc,12.15,22.7,16.7,16.7,16.7,16.7,-,-,-,-
14-Jul-20,COOP,Co-operative Bank of Kenya Ltd,10.2,15.8,11.8,11.95,11.9,11.75,0.15,1.28%,57800,-
14-Jul-20,DTK,Diamond Trust Bank Kenya Ltd,58.5,116,68.75,68.75,68.75,68.75,-,-,2100,-
14-Jul-20,EQTY,Equity Group Holdings Plc,28,54,32.75,34.45,34,33.05,0.95,2.87%,662200,-
14-Jul-20,HFCK,HF Group Ltd,2.86,6,4.3,4.42,4.4,4.42,-0.02,0.45%,5200,-
14-Jul-20,IMH,I & M Holdings Plc,42.5,57.5,50.25,50.25,50.25,50.25,-,-,100,-
14-Jul-20,KCB,KCB Group Plc,30,53,34.4,35.5,34.75,34.05,0.7,2.06%,199300,-
14-Jul-20,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
14-Jul-20,NCBA,NCBA Group Plc,20,33.18,26,26.4,26.05,26.45,-0.4,1.51%,14700,-
14-Jul-20,SBIC,Stanbic Holdings Plc,72.25,118.5,79,79,79,79,-,-,900,-
14-Jul-20,SCBK,Standard Chartered Bank Kenya Ltd,135,215,160,164,161.25,164,-2.75,1.68%,7600,-
14-Jul-20,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
14-Jul-20,EVRD,Eveready East Africa Ltd,0.75,1.5,1,1.05,1.02,0.99,0.03,3.03%,3300,-
14-Jul-20,XPRS,Express Kenya Plc,2.5,6.5,4,4.3,4.17,4.3,-0.13,3.02%,18300,-
14-Jul-20,KQ,Kenya Airways Plc,0.8,3.96,3.83,3.83,3.83,3.83,-,-,-,-
14-Jul-20,LKL,Longhorn Publishers Plc,4.21,6.18,4.9,4.95,4.91,4.8,0.11,2.29%,1600,-
14-Jul-20,NBV,Nairobi Business Ventures Ltd,0.49,6,0.6,0.62,0.6,0.58,0.02,3.45%,1700,-
14-Jul-20,NMG,Nation Media Group Plc,9,37.75,13.1,13.8,13.35,13.1,0.25,1.91%,38200,-
14-Jul-20,SMER,Sameer Africa Plc,1.91,4.62,3.73,3.9,3.89,3.78,0.11,2.91%,11700,-
14-Jul-20,SGL,Standard Group Plc,18,26.95,24.1,26.5,24.9,24.1,0.8,3.32%,300,-
14-Jul-20,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,19,13.85,13.85,13.85,12.6,1.25,9.92%,700,-
14-Jul-20,UCHM,Uchumi Supermarket Plc,0.23,0.4,0.37,0.4,0.38,0.37,0.01,2.70%,320000,-
14-Jul-20,SCAN,WPP ScanGroup Plc,5.8,25,20,20.3,20,20.05,-0.05,0.25%,496800,-
14-Jul-20,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
14-Jul-20,BAMB,Bamburi Cement Ltd,19.05,72.5,26,28,26,26.7,-0.7,2.62%,60900,-
14-Jul-20,CRWN,Crown Paints Kenya Plc,36,66,47.95,47.95,47.95,48.25,-0.3,0.62%,300,-
14-Jul-20,CABL,East African Cables Ltd,1.26,2.5,2,2.18,2.1,1.99,0.11,5.53%,7900,-
14-Jul-20,PORT,East African Portland Cement Ltd,10,16,13.85,13.85,13.85,13.85,-,-,-,-
14-Jul-20,KEGN,Kenya Electricity Generating Company Plc,4,6.28,5.3,5.4,5.34,5.34,-,-,134300,-
14-Jul-20,KPLC-P4,KPLC-P4,5,5,5,5,5,5,-,-,-,-
14-Jul-20,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
14-Jul-20,KPLC,Kenya Power and Lighting Company Plc,1.16,2.99,1.9,1.99,1.94,1.95,-0.01,0.51%,3300300,-
14-Jul-20,TOTL,Total Kenya Ltd,21,29,23,24.5,24,23.05,0.95,4.12%,1700,-
14-Jul-20,UMME,Umeme Ltd,5.86,8.6,7,7,7,7,-,-,1700,-
14-Jul-20,BRIT,Britam Holdings Plc,5.7,10.65,6.94,7.6,7.06,7,0.06,0.86%,28000,-
14-Jul-20,CIC,CIC Insurance Group Ltd,1.95,2.95,2.2,2.36,2.22,2.21,0.01,0.45%,72500,-
14-Jul-20,JUB,Jubilee Holdings Ltd,210,360,240,240,240,229,11,4.80%,200,-
14-Jul-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,3.1,2.2,2.39,2.31,2.18,0.13,5.96%,401300,-
14-Jul-20,LBTY,Liberty Kenya Holdings Ltd,6.8,10.4,7.86,7.86,7.86,7.86,-,-,-,-
14-Jul-20,SLAM,Sanlam Kenya Plc,11,18.8,12.9,12.9,12.9,12.9,-,-,-,-
14-Jul-20,CTUM,Centum Investment Company Plc,15.15,29,22.55,24.2,23.1,24.15,-1.05,4.35%,49100,-
14-Jul-20,HAFR,Home Afrika Ltd,0.3,0.53,0.44,0.47,0.46,0.44,0.02,4.55%,203600,-
14-Jul-20,KURV,Kurwitu Ventures Ltd,1500,1500,1500,1500,1500,1500,-,-,-,-
14-Jul-20,OCH,Olympia Capital Holdings Ltd,1.82,2.6,2.46,2.46,2.46,2.46,-,-,-,-
14-Jul-20,TCL,Trans-Century Plc,1.1,2.68,2.24,2.24,2.24,2.04,0.2,9.80%,2600,-
14-Jul-20,NSE,Nairobi Securities Exchange Plc,6.5,11.85,6.5,7.48,6.6,7.2,-0.6,8.33%,122300,-
14-Jul-20,BOC,BOC Kenya Plc,53,72,55,55,55,55,-,-,-,-
14-Jul-20,BAT,British American Tobacco Kenya Plc,305,500,310,310,310,309.5,0.5,0.16%,22900,-
14-Jul-20,CARB,Carbacid Investments Plc,7.2,13,9,9,9,9,-,-,900,-
14-Jul-20,EABL,East African Breweries Ltd,135,222.25,156,157.75,156.5,157.75,-1.25,0.79%,170800,-
14-Jul-20,FTGH,Flame Tree Group Holdings Ltd,0.76,2.1,1.5,1.54,1.52,1.48,0.04,2.70%,12300,-
14-Jul-20,ORCH,Kenya Orchards Ltd,10.4,12.5,12.25,12.25,12.25,12.25,-,-,-,-
14-Jul-20,UNGA,Unga Group Ltd,26.1,34.05,28.05,28.05,28.05,28.05,-,-,400,-
14-Jul-20,SCOM,Safaricom Plc,23.5,37,26.75,28.4,26.95,27.5,-0.55,2.00%,19231100,-
14-Jul-20,FAHR,Stanlib Fahari Income-REIT,4.98,10,5.84,6,5.96,6,-0.04,0.67%,5900,-
14-Jul-20,GLD,ABSA NewGold ETF,1490,2100,1835,1835,1835,1835,-,-,-,-
14-Jul-20,^FNK15,FTSE NSE Kenya 15 Index,152.56,223.86,164.38,166.64,165.12,164.38,0.74,0.45%,-,-
14-Jul-20,^FNK25,FTSE NSE Kenya 25 Index,162.87,235.07,174.54,178.48,174.78,175.47,-0.69,0.39%,-,-
14-Jul-20,^N20I,NSE 20-Share Index,1723.96,2632.48,1893.65,1893.65,1893.65,1900.81,-7.16,0.38%,-,-
14-Jul-20,^N25I,NSE 25-Share Index,2935.01,4163.56,3097.15,3097.15,3097.15,3102.5,-5.35,0.17%,-,-
14-Jul-20,^NASI,NSE All-Share Index,124.3,169.35,131.54,131.54,131.54,132.63,-1.09,0.82%,-,-
14-Jul-20,^ZKEQTK,Zamara Kenya Equity Index (KES),1511.03,2210.57,1604.81,1604.81,1604.81,1598.27,6.54,0.41%,-,-
14-Jul-20,^ZKEQTU,Zamara Kenya Equity Index (USD),1201.29,1896.66,1287.14,1287.14,1287.14,1284.88,2.26,0.18%,-,-
15-Jul-20,EGAD,Eaagads Ltd,8.2,14.5,9.9,9.9,9.9,9.9,-,-,-,-
15-Jul-20,KUKZ,Kakuzi Plc,300,397,328,328,328,328,-,-,-,-
15-Jul-20,KAPC,Kapchorua Tea Kenya Plc,59,90,83,83,83,83,-,-,-,-
15-Jul-20,LIMT,Limuru Tea Plc,360,475,385,385,385,385,-,-,-,-
15-Jul-20,SASN,Sasini Plc,14.8,20,16.2,16.25,16.2,16.25,-0.05,0.31%,1000,-
15-Jul-20,WTK,Williamson Tea Kenya Plc,92,150,128,129,128.25,130,-1.75,1.35%,600,-
15-Jul-20,CGEN,Car and General (K) Ltd,20,26,22.7,22.7,22.7,22.7,-,-,1500,-
15-Jul-20,ABSA,ABSA Bank Kenya Plc,8.5,14.2,9,9.3,9.18,9.22,-0.04,0.43%,345300,-
15-Jul-20,BKG,BK Group Plc,12.15,22.7,16.7,16.7,16.7,16.7,-,-,-,-
15-Jul-20,COOP,Co-operative Bank of Kenya Ltd,10.2,16.2,11.7,12,11.9,11.9,-,-,103700,-
15-Jul-20,DTK,Diamond Trust Bank Kenya Ltd,58.5,120,68.75,69.5,69,68.75,0.25,0.36%,19500,-
15-Jul-20,EQTY,Equity Group Holdings Plc,28,54,34,34.5,34.4,34,0.4,1.18%,5090900,-
15-Jul-20,HFCK,HF Group Ltd,2.86,6.4,3.98,4.4,4.01,4.4,-0.39,8.86%,78500,-
15-Jul-20,IMH,I & M Holdings Plc,42.5,59,50,50,50,50.25,-0.25,0.50%,1000,-
15-Jul-20,KCB,KCB Group Plc,30,53,35.1,35.5,35.4,34.75,0.65,1.87%,66300,-
15-Jul-20,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
15-Jul-20,NCBA,NCBA Group Plc,20,33.27,25.7,26.4,25.95,26.05,-0.1,0.38%,66700,-
15-Jul-20,SBIC,Stanbic Holdings Plc,72.25,118.5,78,78,78,79,-1,1.27%,1200,-
15-Jul-20,SCBK,Standard Chartered Bank Kenya Ltd,135,215,161.75,168,161.75,161.25,0.5,0.31%,20300,-
15-Jul-20,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
15-Jul-20,EVRD,Eveready East Africa Ltd,0.75,1.5,0.99,1.11,1.04,1.02,0.02,1.96%,1000,-
15-Jul-20,XPRS,Express Kenya Plc,2.5,6.5,4.15,4.15,4.15,4.17,-0.02,0.48%,200,-
15-Jul-20,KQ,Kenya Airways Plc,0.8,3.96,3.83,3.83,3.83,3.83,-,-,-,-
15-Jul-20,LKL,Longhorn Publishers Plc,4.21,6.8,4.7,4.9,4.75,4.91,-0.16,3.26%,8300,-
15-Jul-20,NBV,Nairobi Business Ventures Ltd,0.49,6,0.6,0.6,0.6,0.6,-,-,1000,-
15-Jul-20,NMG,Nation Media Group Plc,9,39,12.75,13.8,13,13.35,-0.35,2.62%,48200,-
15-Jul-20,SMER,Sameer Africa Plc,1.91,4.62,4.25,4.26,4.26,3.89,0.37,9.51%,7900,-
15-Jul-20,SGL,Standard Group Plc,18,27,24.9,24.9,24.9,24.9,-,-,100,-
15-Jul-20,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,19,12.55,12.55,12.55,13.85,-1.3,9.39%,1100,-
15-Jul-20,UCHM,Uchumi Supermarket Plc,0.23,0.4,0.35,0.37,0.37,0.38,-0.01,2.63%,674600,-
15-Jul-20,SCAN,WPP ScanGroup Plc,5.8,25,19.8,20.25,19.95,20,-0.05,0.25%,203000,-
15-Jul-20,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
15-Jul-20,BAMB,Bamburi Cement Ltd,19.05,76,26,28,26.5,26,0.5,1.92%,29500,-
15-Jul-20,CRWN,Crown Paints Kenya Plc,36,66,47.95,47.95,47.95,47.95,-,-,-,-
15-Jul-20,CABL,East African Cables Ltd,1.26,2.7,2,2.3,2.29,2.1,0.19,9.05%,27300,-
15-Jul-20,PORT,East African Portland Cement Ltd,10,16,13.85,13.85,13.85,13.85,-,-,-,-
15-Jul-20,KEGN,Kenya Electricity Generating Company Plc,4,6.28,5.34,5.44,5.36,5.34,0.02,0.37%,1256300,-
15-Jul-20,KPLC-P4,KPLC-P4,5,5,5,5,5,5,-,-,-,-
15-Jul-20,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
15-Jul-20,KPLC,Kenya Power and Lighting Company Plc,1.16,3,1.89,1.97,1.92,1.94,-0.02,1.03%,520300,-
15-Jul-20,TOTL,Total Kenya Ltd,21,29,24.5,24.5,24.5,24,0.5,2.08%,700,-
15-Jul-20,UMME,Umeme Ltd,5.86,8.6,7,7.2,7.18,7,0.18,2.57%,7200,-
15-Jul-20,BRIT,Britam Holdings Plc,5.7,10.65,7.14,7.6,7.48,7.06,0.42,5.95%,800,-
15-Jul-20,CIC,CIC Insurance Group Ltd,1.95,3,2.35,2.4,2.38,2.22,0.16,7.21%,13000,-
15-Jul-20,JUB,Jubilee Holdings Ltd,210,360,235,240,237.75,240,-2.25,0.94%,4500,-
15-Jul-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,3.1,2.35,2.5,2.42,2.31,0.11,4.76%,1484000,-
15-Jul-20,LBTY,Liberty Kenya Holdings Ltd,6.8,10.75,7.86,7.86,7.86,7.86,-,-,-,-
15-Jul-20,SLAM,Sanlam Kenya Plc,11,18.8,14,14,14,12.9,1.1,8.53%,100,-
15-Jul-20,CTUM,Centum Investment Company Plc,15.15,29.5,22.55,25,23.9,23.1,0.8,3.46%,8500,-
15-Jul-20,HAFR,Home Afrika Ltd,0.3,0.6,0.44,0.48,0.48,0.46,0.02,4.35%,117800,-
15-Jul-20,KURV,Kurwitu Ventures Ltd,1500,1500,1500,1500,1500,1500,-,-,-,-
15-Jul-20,OCH,Olympia Capital Holdings Ltd,1.82,2.6,2.46,2.46,2.46,2.46,-,-,-,-
15-Jul-20,TCL,Trans-Century Plc,1.1,2.68,2.45,2.45,2.45,2.24,0.21,9.38%,3800,-
15-Jul-20,NSE,Nairobi Securities Exchange Plc,6.5,12,7,7.24,7,6.6,0.4,6.06%,2800,-
15-Jul-20,BOC,BOC Kenya Plc,53,72,55,55,55,55,-,-,-,-
15-Jul-20,BAT,British American Tobacco Kenya Plc,305,505,310,316,310,310,-,-,5300,-
15-Jul-20,CARB,Carbacid Investments Plc,7.2,13,9,9,9,9,-,-,-,-
15-Jul-20,EABL,East African Breweries Ltd,135,222.25,156.5,158,156.5,156.5,-,-,100500,-
15-Jul-20,FTGH,Flame Tree Group Holdings Ltd,0.76,2.38,1.41,1.52,1.44,1.52,-0.08,5.26%,54400,-
15-Jul-20,ORCH,Kenya Orchards Ltd,10.4,12.5,12.25,12.25,12.25,12.25,-,-,-,-
15-Jul-20,UNGA,Unga Group Ltd,26.1,34.05,28.05,28.05,28.05,28.05,-,-,-,-
15-Jul-20,SCOM,Safaricom Plc,23.5,37,26.75,27.5,26.95,26.95,-,-,24455200,-
15-Jul-20,FAHR,Stanlib Fahari Income-REIT,4.98,10,5.84,6.08,5.94,5.96,-0.02,0.34%,2400,-
15-Jul-20,GLD,ABSA NewGold ETF,1470,2100,1835,1835,1835,1835,-,-,-,-
15-Jul-20,^FNK15,FTSE NSE Kenya 15 Index,152.56,223.86,165.12,167.38,166.29,165.12,1.17,0.71%,-,-
15-Jul-20,^FNK25,FTSE NSE Kenya 25 Index,162.87,235.07,174.78,177.46,175.6,174.78,0.82,0.47%,-,-
15-Jul-20,^N20I,NSE 20-Share Index,1723.96,2666.96,1913.57,1913.57,1913.57,1893.65,19.92,1.05%,-,-
15-Jul-20,^N25I,NSE 25-Share Index,2935.01,4163.56,3109.51,3109.51,3109.51,3097.15,12.36,0.40%,-,-
15-Jul-20,^NASI,NSE All-Share Index,124.3,169.35,131.9,131.9,131.9,131.54,0.36,0.27%,-,-
15-Jul-20,^ZKEQTK,Zamara Kenya Equity Index (KES),1511.03,2210.57,1614.85,1614.85,1614.85,1604.81,10.04,0.63%,-,-
15-Jul-20,^ZKEQTU,Zamara Kenya Equity Index (USD),1201.29,1896.66,1295.79,1295.79,1295.79,1287.14,8.65,0.67%,-,-
16-Jul-20,EGAD,Eaagads Ltd,8.2,14.5,9.9,9.9,9.9,9.9,-,-,-,-
16-Jul-20,KUKZ,Kakuzi Plc,300,397,328,328,328,328,-,-,-,-
16-Jul-20,KAPC,Kapchorua Tea Kenya Plc,59,90,83,83,83,83,-,-,-,-
16-Jul-20,LIMT,Limuru Tea Plc,360,475,385,385,385,385,-,-,-,-
16-Jul-20,SASN,Sasini Plc,14.8,20,16.3,16.3,16.3,16.2,0.1,0.62%,200,-
16-Jul-20,WTK,Williamson Tea Kenya Plc,92,150,128.25,128.25,128.25,128.25,-,-,-,-
16-Jul-20,CGEN,Car and General (K) Ltd,20,26,22.8,22.8,22.8,22.7,0.1,0.44%,100,-
16-Jul-20,ABSA,ABSA Bank Kenya Plc,8.5,14.2,9.1,9.5,9.12,9.18,-0.06,0.65%,617200,-
16-Jul-20,BKG,BK Group Plc,12.15,22.7,16.7,16.7,16.7,16.7,-,-,-,-
16-Jul-20,COOP,Co-operative Bank of Kenya Ltd,10.2,16.2,11.75,12,12,11.9,0.1,0.84%,297200,-
16-Jul-20,DTK,Diamond Trust Bank Kenya Ltd,58.5,120,68.75,69,69,69,-,-,3300,-
16-Jul-20,EQTY,Equity Group Holdings Plc,28,54,34.1,34.4,34.2,34.4,-0.2,0.58%,6229700,-
16-Jul-20,HFCK,HF Group Ltd,2.86,6.4,4,4.1,4,4.01,-0.01,0.25%,9900,-
16-Jul-20,IMH,I & M Holdings Plc,42.5,59,50,50,50,50,-,-,100,-
16-Jul-20,KCB,KCB Group Plc,30,53,34.5,35.6,35.1,35.4,-0.3,0.85%,2085500,-
16-Jul-20,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
16-Jul-20,NCBA,NCBA Group Plc,20,33.27,25.6,26.5,25.85,25.95,-0.1,0.39%,67700,-
16-Jul-20,SBIC,Stanbic Holdings Plc,72.25,118.5,79,79,79,78,1,1.28%,100,-
16-Jul-20,SCBK,Standard Chartered Bank Kenya Ltd,135,215,160,161.5,160,161.75,-1.75,1.08%,11400,-
16-Jul-20,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
16-Jul-20,EVRD,Eveready East Africa Ltd,0.75,1.5,0.99,1.05,1,1.04,-0.04,3.85%,2800,-
16-Jul-20,XPRS,Express Kenya Plc,2.5,6.5,4.13,4.13,4.13,4.15,-0.02,0.48%,3100,-
16-Jul-20,KQ,Kenya Airways Plc,0.8,3.96,3.83,3.83,3.83,3.83,-,-,-,-
16-Jul-20,LKL,Longhorn Publishers Plc,4.21,6.8,4.6,4.9,4.88,4.75,0.13,2.74%,3600,-
16-Jul-20,NBV,Nairobi Business Ventures Ltd,0.49,6,0.6,0.6,0.6,0.6,-,-,1700,-
16-Jul-20,NMG,Nation Media Group Plc,9,39,12.75,13,12.95,13,-0.05,0.38%,45200,-
16-Jul-20,SMER,Sameer Africa Plc,1.91,4.62,3.85,4.26,4.21,4.26,-0.05,1.17%,4500,-
16-Jul-20,SGL,Standard Group Plc,18,27,24.9,24.9,24.9,24.9,-,-,-,-
16-Jul-20,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,19,12.55,12.55,12.55,12.55,-,-,-,-
16-Jul-20,UCHM,Uchumi Supermarket Plc,0.23,0.4,0.34,0.36,0.35,0.37,-0.02,5.41%,7600,-
16-Jul-20,SCAN,WPP ScanGroup Plc,5.8,25,19.9,20.2,20,19.95,0.05,0.25%,212700,-
16-Jul-20,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
16-Jul-20,BAMB,Bamburi Cement Ltd,19.05,76,26,28,26.15,26.5,-0.35,1.32%,39400,-
16-Jul-20,CRWN,Crown Paints Kenya Plc,36,66,47.95,47.95,47.95,47.95,-,-,-,-
16-Jul-20,CABL,East African Cables Ltd,1.26,2.7,2.25,2.3,2.28,2.29,-0.01,0.44%,24700,-
16-Jul-20,PORT,East African Portland Cement Ltd,10,16,13.85,13.85,13.85,13.85,-,-,-,-
16-Jul-20,KEGN,Kenya Electricity Generating Company Plc,4,6.28,5.42,5.8,5.6,5.36,0.24,4.48%,7723100,-
16-Jul-20,KPLC-P4,KPLC-P4,5,5,5,5,5,5,-,-,-,-
16-Jul-20,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
16-Jul-20,KPLC,Kenya Power and Lighting Company Plc,1.16,3,1.9,1.98,1.92,1.92,-,-,414800,-
16-Jul-20,TOTL,Total Kenya Ltd,21,29,24.5,24.5,24.5,24.5,-,-,-,-
16-Jul-20,UMME,Umeme Ltd,5.86,8.6,7,7,7,7.18,-0.18,2.51%,200,-
16-Jul-20,BRIT,Britam Holdings Plc,5.7,10.65,7.5,7.6,7.5,7.48,0.02,0.27%,21100,-
16-Jul-20,CIC,CIC Insurance Group Ltd,1.95,3,2.3,2.5,2.43,2.38,0.05,2.10%,59300,-
